TERYT Gminy,Gmina,Liczba wyborców uprawnionych do głosowania,Liczba głosów ważnych,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
241005,gm. Pszczyna,39082,30206,520,3740,2211,11195,2350,9219,892,0,79,0,0,0
241006,gm. Suszec,9254,7141,166,1061,368,3134,694,1442,247,0,29,0,0,0
241101,m. Racibórz,38626,25834,423,3258,1917,9126,1671,8868,571,0,0,0,0,0
241102,gm. Kornowac,3933,2772,52,307,144,1387,236,570,76,0,0,0,0,0
241103,gm. Krzanowice,4385,2422,50,330,130,875,198,782,57,0,0,0,0,0
241104,gm. Krzyżanowice,8682,5101,115,774,260,1795,441,1577,139,0,0,0,0,0
241105,gm. Kuźnia Raciborska,8601,4903,112,783,329,1649,429,1467,134,0,0,0,0,0
241106,gm. Nędza,5369,3246,81,481,206,1232,300,874,72,0,0,0,0,0
241107,gm. Pietrowice Wielkie,5219,3076,71,395,157,1217,249,873,114,0,0,0,0,0
241108,gm. Rudnik,3906,2163,48,285,119,947,190,499,75,0,0,0,0,0
241201,gm. Czerwionka-Leszczyny,30446,21662,488,2795,1314,9195,1819,5472,579,0,0,0,0,0
241202,gm. Gaszowice,7484,5396,131,748,374,2185,442,1377,139,0,0,0,0,0
241203,gm. Jejkowice,3122,2445,54,330,152,1051,237,544,77,0,0,0,0,0
241204,gm. Lyski,7524,5376,155,685,350,2161,426,1442,157,0,0,0,0,0
241205,gm. Świerklany,9280,6928,157,766,456,3391,670,1313,175,0,0,0,0,0
241301,m. Kalety,6685,4427,84,611,245,1687,352,1325,123,0,0,0,0,0
241302,m. Miasteczko Śląskie,5410,3822,62,551,248,1609,259,964,129,0,0,0,0,0
241303,m. Radzionków,12404,9194,138,1206,690,3599,651,2716,194,0,0,0,0,0
241304,m. Tarnowskie Góry,46861,35269,546,5098,3092,10370,2139,13011,1013,0,0,0,0,0
241305,gm. Krupski Młyn,2467,1717,46,217,120,619,127,518,70,0,0,0,0,0
241306,gm. Ożarowice,4947,3824,66,706,307,1279,265,1111,90,0,0,0,0,0
241307,gm. Świerklaniec,9841,7367,129,1084,491,2400,478,2622,163,0,0,0,0,0
241308,gm. Tworóg,6463,4416,99,626,273,1602,339,1249,228,0,0,0,0,0
241309,gm. Zbrosławice,12236,8295,181,1424,561,2365,663,2843,258,0,0,0,0,0
241401,m. Bieruń,14399,10611,237,1362,605,4658,875,2589,285,0,0,0,0,0
241402,m. Imielin,7113,5512,89,809,363,2022,476,1625,128,0,0,0,0,0
241403,m. Lędziny,12168,8883,188,1083,533,4242,799,1818,220,0,0,0,0,0
241404,gm. Bojszowy,6197,4983,138,595,255,2239,431,1099,226,0,0,0,0,0
241405,gm. Chełm Śląski,4797,3643,91,486,208,1574,299,898,87,0,0,0,0,0
241501,m. Pszów,10137,7017,159,856,403,3031,675,1764,129,0,0,0,0,0
241502,m. Radlin,12736,9021,244,1016,748,3276,673,2818,246,0,0,0,0,0
241503,m. Rydułtowy,15276,10702,301,1379,725,4137,888,3008,264,0,0,0,0,0
241504,m. Wodzisław Śląski,34610,25055,542,2519,1409,9549,1938,8575,523,0,0,0,0,0
241505,gm. Godów,10659,7919,241,906,442,3526,682,1874,248,0,0,0,0,0
241506,gm. Gorzyce,16210,11533,277,1515,553,4836,978,3001,373,0,0,0,0,0
241507,gm. Lubomia,5943,3923,95,459,198,1824,323,915,109,0,0,0,0,0
241508,gm. Marklowice,4149,3093,101,317,166,1382,217,791,119,0,0,0,0,0
241509,gm. Mszana,5809,4411,95,436,204,2424,345,727,180,0,0,0,0,0
241601,m. Poręba,6710,4923,81,512,759,1492,302,1717,60,0,0,0,0,0
241602,m. Zawiercie,36801,26673,400,3035,3988,8866,1765,8309,310,0,0,0,0,0
241603,gm. Irządze,2102,1560,21,111,92,963,132,225,16,0,0,0,0,0
241604,gm. Kroczyce,5077,3645,63,385,289,1617,268,968,55,0,0,0,0,0
241605,gm. Łazy,12247,9007,138,829,1478,3152,621,2662,127,0,0,0,0,0
241606,gm. Ogrodzieniec,7301,5459,83,877,606,2003,509,1307,74,0,0,0,0,0
241607,gm. Pilica,6714,4934,63,895,324,2525,361,684,82,0,0,0,0,0
241608,gm. Szczekociny,6043,4149,60,476,326,2229,256,737,65,0,0,0,0,0
241609,gm. Włodowice,4128,3022,45,368,325,1275,232,719,58,0,0,0,0,0
241610,gm. Żarnowiec,3581,2539,42,408,164,1467,207,190,61,0,0,0,0,0
241701,m. Żywiec,22970,16965,254,2197,1330,6185,1226,5345,365,0,63,0,0,0
241702,gm. Czernichów,5119,3903,64,478,199,1864,228,925,138,0,7,0,0,0
241703,gm. Gilowice,4762,3587,67,471,187,1755,303,688,97,0,19,0,0,0
241704,gm. Jeleśnia,10235,7216,103,983,329,3896,491,1260,139,0,15,0,0,0
241705,gm. Koszarawa,1844,1536,28,170,57,947,114,187,28,0,5,0,0,0
241706,gm. Lipowa,8371,6208,100,906,425,2465,579,1593,125,0,15,0,0,0
241707,gm. Łękawica,3485,2595,40,315,138,1333,228,481,54,0,6,0,0,0
241708,gm. Łodygowice,11269,8670,192,1167,565,3510,760,2173,269,0,34,0,0,0
241709,gm. Milówka,7671,5332,82,522,220,3091,425,869,115,0,8,0,0,0
241710,gm. Radziechowy-Wieprz,9874,7170,99,932,435,3796,637,1069,184,0,18,0,0,0
241711,gm. Rajcza,6791,4634,88,532,262,2482,333,836,88,0,13,0,0,0
241712,gm. Ślemień,2773,2245,41,200,101,1280,171,376,69,0,7,0,0,0
241713,gm. Świnna,6194,4516,87,526,274,2131,379,1010,98,0,11,0,0,0
241714,gm. Ujsoły,3464,2374,46,262,143,1244,177,453,43,0,6,0,0,0
241715,gm. Węgierska Górka,11244,8240,130,1103,395,4190,622,1567,208,0,25,0,0,0
246101,Bielsko-Biała,125690,97807,1286,14174,8655,29469,7099,34751,2170,0,203,0,0,0
246201,Bytom,109262,73938,1428,9135,7665,23072,5202,25903,1533,0,0,0,0,0
246301,Chorzów,74222,53097,1023,6533,4762,14475,3593,21636,1075,0,0,0,0,0
246401,Częstochowa,160015,121516,2426,14065,15005,37548,7180,43548,1744,0,0,0,0,0
246501,Dąbrowa Górnicza,88190,66769,886,5937,17745,18465,3408,19450,878,0,0,0,0,0
246601,Gliwice,129416,98692,1665,12558,9764,25641,6515,40642,1907,0,0,0,0,0
246701,Jastrzębie-Zdrój,63206,44721,1122,4360,3757,19120,3414,11968,980,0,0,0,0,0
246801,Jaworzno,67099,49814,854,4963,8077,15465,3326,16295,834,0,0,0,0,0
246901,Katowice,218075,169927,2856,21672,17239,44275,10440,70649,2796,0,0,0,0,0
247001,Mysłowice,53416,39951,751,5006,3576,13831,2947,13181,659,0,0,0,0,0
247101,Piekary Śląskie,39782,28790,443,2610,1614,10665,1714,11205,539,0,0,0,0,0
247201,Ruda Śląska,98989,70919,1362,10618,4936,25188,4868,22606,1341,0,0,0,0,0
247301,Rybnik,98859,72251,1810,8990,5651,26184,5692,22238,1686,0,0,0,0,0
247401,Siemianowice Śląskie,47853,35307,508,4397,3092,9599,2144,13650,1917,0,0,0,0,0
247501,Sosnowiec,147145,110500,1338,10013,29136,29844,5398,33476,1295,0,0,0,0,0
247601,Świętochłowice,34432,23458,494,2850,1856,7551,1671,8601,435,0,0,0,0,0
247701,Tychy,91441,71086,1308,11804,5470,22139,4983,24039,1343,0,0,0,0,0
247801,Zabrze,118388,76139,1661,9547,7675,22739,5482,27686,1349,0,0,0,0,0
247901,Żory,45367,33542,722,4033,2391,11793,2781,11195,627,0,0,0,0,0
260101,gm. Busko-Zdrój,26495,19166,715,2799,1392,8288,1094,4434,356,55,33,0,0,0
260102,gm. Gnojno,3480,2338,44,279,112,1541,138,184,32,2,6,0,0,0
260103,gm. Nowy Korczyn,4612,2929,51,685,115,1590,133,310,26,10,9,0,0,0
260104,gm. Pacanów,5788,3511,56,593,192,2064,197,334,42,27,6,0,0,0
260105,gm. Solec-Zdrój,4330,2977,66,569,141,1529,155,470,38,3,6,0,0,0
260106,gm. Stopnica,5993,4069,166,679,184,2270,257,453,47,8,5,0,0,0
260107,gm. Tuczępy,2939,1952,54,281,88,1176,128,203,13,7,2,0,0,0
260108,gm. Wiślica,4292,2741,101,400,183,1576,158,292,22,5,4,0,0,0
260201,gm. Imielno,3384,2165,72,296,106,1315,136,210,22,2,6,0,0,0
260202,gm. Jędrzejów,21109,15012,358,1854,919,7016,992,3670,150,39,14,0,0,0
260203,gm. Małogoszcz,8783,6182,179,647,283,3782,505,693,79,8,6,0,0,0
260204,gm. Nagłowice,3847,2492,51,442,129,1442,162,220,35,6,5,0,0,0
260205,gm. Oksa,3668,2537,42,453,102,1542,143,211,36,2,6,0,0,0
260206,gm. Sędziszów,9667,6538,135,1065,422,3463,368,934,81,61,9,0,0,0
260207,gm. Słupia (Jędrzejowska),3332,2127,28,481,76,1258,108,149,16,7,4,0,0,0
260208,gm. Sobków,6572,4597,134,545,255,2635,335,586,87,11,9,0,0,0
260209,gm. Wodzisław,5583,3670,66,612,198,2026,203,498,31,28,8,0,0,0
260301,gm. Bejsce,3187,1780,24,320,103,970,121,220,9,11,2,0,0,0
260302,gm. Czarnocin,3039,1825,32,374,72,1068,121,132,26,0,0,0,0,0
260303,gm. Kazimierza Wielka,12815,8161,141,1487,407,4049,488,1411,68,98,12,0,0,0
260304,gm. Opatowiec,2694,1646,20,323,142,821,88,237,8,4,3,0,0,0
260305,gm. Skalbmierz,5024,3265,41,580,102,2033,205,246,35,19,4,0,0,0
260401,gm. Bieliny,7839,5295,184,539,210,3318,482,459,81,17,5,0,0,0
260402,gm. Bodzentyn,8806,5923,250,738,280,3224,409,901,83,16,22,0,0,0
260403,gm. Chęciny,11982,8501,299,972,565,4110,704,1620,178,30,23,0,0,0
260404,gm. Chmielnik,8565,5940,147,765,325,3245,464,764,203,12,15,0,0,0
260405,gm. Daleszyce,12485,8920,304,1583,449,4381,614,1411,129,35,14,0,0,0
260406,gm. Górno,11352,8335,347,922,408,4471,750,1230,155,27,25,0,0,0
260407,gm. Łagów,5173,3401,89,336,111,2294,252,252,58,6,3,0,0,0
260408,gm. Łopuszno,6898,4959,121,556,242,3081,349,510,80,6,14,0,0,0
260409,gm. Masłów,8824,6626,313,963,453,2628,531,1556,148,12,22,0,0,0
260410,gm. Miedziana Góra,9220,6991,366,1101,487,2872,525,1475,138,8,19,0,0,0
260411,gm. Mniów,7160,4921,220,508,223,2981,358,504,108,7,12,0,0,0
260412,gm. Morawica,13637,10178,372,1292,594,4235,704,2765,168,35,13,0,0,0
260413,gm. Nowa Słupia,7353,4756,130,382,488,2739,309,629,54,15,10,0,0,0
260414,gm. Piekoszów,12898,9317,531,965,579,4927,775,1292,198,31,19,0,0,0
260415,gm. Pierzchnica,3901,2581,86,333,156,1495,157,303,39,6,6,0,0,0
260416,gm. Raków,4403,2894,85,375,145,1745,159,319,54,6,6,0,0,0
260417,gm. Nowiny,5971,4475,163,568,310,1710,346,1281,81,8,8,0,0,0
260418,gm. Strawczyn,8539,6202,269,694,338,3397,544,777,133,31,19,0,0,0
260419,gm. Zagnańsk,9808,7233,324,824,603,3280,499,1563,111,15,14,0,0,0
260501,gm. Fałków,3460,2312,27,235,119,1536,127,244,18,1,5,0,0,0
260502,gm. Gowarczów,3659,2490,43,295,215,1422,153,326,30,5,1,0,0,0
260503,gm. Końskie,27130,19371,339,2276,2240,8706,1104,4365,283,34,24,0,0,0
260504,gm. Radoszyce,6704,4352,187,589,171,2729,287,319,62,5,3,0,0,0
260505,gm. Ruda Maleniecka,2463,1747,35,201,120,984,120,244,36,5,2,0,0,0
260506,gm. Słupia Konecka,2478,1687,47,262,58,1028,108,145,33,5,1,0,0,0
260507,gm. Smyków,2948,2090,93,205,98,1258,143,231,42,10,10,0,0,0
260508,gm. Stąporków,12933,8440,231,878,815,4164,527,1648,129,26,22,0,0,0
260601,gm. Baćkowice,3771,2440,37,307,96,1585,176,200,29,5,5,0,0,0
260602,gm. Iwaniska,5170,3529,41,474,93,2379,271,227,27,10,7,0,0,0
260603,gm. Lipnik,4014,2543,59,325,121,1561,185,251,26,10,5,0,0,0
260604,gm. Opatów,8914,5872,113,904,364,3002,391,973,84,20,21,0,0,0
260605,gm. Ożarów,8090,5153,101,805,342,2524,400,868,72,16,25,0,0,0
260606,gm. Sadowie,3078,2006,38,300,87,1189,124,209,44,10,5,0,0,0
260607,gm. Tarłów,3972,2408,123,223,171,1490,153,210,23,7,8,0,0,0
260608,gm. Wojciechowice,3065,1989,34,349,117,990,177,270,20,26,6,0,0,0
260701,m. Ostrowiec Świętokrzyski,49148,33040,687,4833,2871,12940,1831,9329,341,148,60,0,0,0
260702,gm. Bałtów,3260,2306,60,362,156,1005,166,517,20,15,5,0,0,0
260703,gm. Bodzechów,10187,6779,140,1037,531,3090,441,1350,81,84,25,0,0,0
260704,gm. Ćmielów,5561,3517,84,394,238,1659,254,822,37,24,5,0,0,0
260705,gm. Kunów,7473,4855,118,701,340,2405,331,885,47,13,15,0,0,0
260706,gm. Waśniów,5135,3102,73,401,133,1949,230,242,45,23,6,0,0,0
260801,gm. Działoszyce,3934,2484,36,493,123,1443,109,241,22,17,0,0,0,0
260802,gm. Kije,3521,2451,73,278,143,1396,208,285,41,23,4,0,0,0
260803,gm. Michałów,3662,2395,48,340,173,1378,151,269,27,5,4,0,0,0
260804,gm. Pińczów,16312,10807,371,1390,672,5096,700,2396,131,28,23,0,0,0
260805,gm. Złota,3540,2240,72,518,125,1189,104,210,16,2,4,0,0,0
260901,m. Sandomierz,17751,12483,119,2556,1038,4414,768,3398,104,54,32,0,0,0
260902,gm. Dwikozy,6662,4155,52,1197,199,1843,293,513,41,13,4,0,0,0
260903,gm. Klimontów,6222,3887,71,681,196,2200,242,422,47,10,18,0,0,0
260904,gm. Koprzywnica,5172,3523,54,687,114,2061,229,314,49,10,5,0,0,0
260905,gm. Łoniów,5828,3810,110,712,141,2146,257,366,49,19,10,0,0,0
260906,gm. Obrazów,4979,3117,37,848,101,1574,179,343,16,16,3,0,0,0
260907,gm. Samborzec,6581,4385,54,1054,176,2229,311,480,61,13,7,0,0,0
260908,gm. Wilczyce,2880,1803,17,486,98,900,125,162,10,4,1,0,0,0
260909,gm. Zawichost,3269,2105,23,442,106,1116,137,239,30,6,6,0,0,0
261001,m. Skarżysko-Kamienna,33389,23917,494,2455,1919,8880,1227,8521,290,77,54,0,0,0
261002,gm. Bliżyn,6175,4192,93,382,262,1952,277,1119,50,37,20,0,0,0
261003,gm. Łączna,3980,2747,93,326,146,1492,270,358,47,9,6,0,0,0
261004,gm. Skarżysko Kościelne,4573,3183,91,347,219,1469,241,750,47,9,10,0,0,0
261005,gm. Suchedniów,7657,5394,176,683,371,2035,307,1702,103,9,8,0,0,0
261101,m. Starachowice,35513,24706,594,3117,1954,9462,1524,7597,269,126,63,0,0,0
261102,gm. Brody,8279,5476,128,654,316,2872,413,992,63,30,8,0,0,0
261103,gm. Mirzec,6372,4499,99,596,209,2551,340,580,70,37,17,0,0,0
261104,gm. Pawłów,11681,7634,220,815,303,4711,749,707,90,24,15,0,0,0
261105,gm. Wąchock,5154,3550,77,601,172,1641,187,812,39,12,9,0,0,0
261201,gm. Bogoria,5997,3888,105,480,152,2332,335,438,25,12,9,0,0,0
261202,gm. Łubnice,3183,2057,50,260,88,1308,152,146,40,2,11,0,0,0
261203,gm. Oleśnica,3048,1886,42,398,98,1011,130,182,19,2,4,0,0,0
261204,gm. Osiek,5977,4085,70,324,119,2939,310,239,66,11,7,0,0,0
261205,gm. Połaniec,8783,6299,145,789,331,3396,467,1030,102,28,11,0,0,0
261206,gm. Rytwiany,4980,3320,103,408,173,1856,280,425,61,6,8,0,0,0
261207,gm. Staszów,19617,13137,480,1637,796,6546,830,2607,167,42,32,0,0,0
261208,gm. Szydłów,3601,2377,69,315,127,1395,201,233,21,12,4,0,0,0
261301,gm. Kluczewsko,4079,2885,55,331,107,1918,178,253,29,6,8,0,0,0
261302,gm. Krasocin,8175,5569,119,676,236,3353,454,639,64,9,19,0,0,0
261303,gm. Moskorzew,2247,1511,12,218,90,921,79,120,13,56,2,0,0,0
261304,gm. Radków,1985,1274,15,275,68,704,75,117,18,2,0,0,0,0
261305,gm. Secemin,3774,2488,54,403,114,1407,161,313,14,13,9,0,0,0
261306,gm. Włoszczowa,15058,10670,204,1873,720,5614,641,1460,102,44,12,0,0,0
266101,Kielce,144403,111587,4350,14394,10368,36334,6691,37380,1650,237,183,0,0,0
280101,m. Bartoszyce,16443,11124,116,1232,877,3681,586,4523,83,0,26,0,0,0
280102,m. Górowo Iławeckie,2866,1796,14,154,115,574,94,805,38,0,2,0,0,0
280103,gm. Bartoszyce,7885,4689,72,673,266,1957,331,1310,61,0,19,0,0,0
280104,gm. Bisztynek,4551,2538,44,435,166,1038,197,623,25,0,10,0,0,0
280105,gm. Górowo Iławeckie,6090,3300,61,391,200,1019,185,1324,107,0,13,0,0,0
280106,gm. Sępopol,4433,2389,49,301,136,1151,130,598,15,0,9,0,0,0
280201,m. Braniewo,11844,8021,100,1256,702,2414,495,2907,126,0,21,0,0,0
280202,gm. Braniewo,4415,2515,44,520,172,990,176,563,36,0,14,0,0,0
280203,gm. Frombork,2749,1660,25,258,134,532,112,568,22,0,9,0,0,0
280204,gm. Lelkowo,2016,1090,12,145,66,488,83,282,11,0,3,0,0,0
280205,gm. Pieniężno,4512,2595,34,309,159,1180,174,696,34,0,9,0,0,0
280206,gm. Płoskinia,1830,1061,14,175,69,447,71,252,28,0,5,0,0,0
280207,gm. Wilczęta,2057,1139,16,176,73,458,93,310,10,0,3,0,0,0
280301,m. Działdowo,15520,10770,153,1413,941,3895,606,3627,104,0,31,0,0,0
280302,gm. Działdowo,7243,4309,87,564,372,2055,337,826,51,0,17,0,0,0
280303,gm. Iłowo-Osada,5234,3364,68,480,294,1513,277,692,30,0,10,0,0,0
280304,gm. Lidzbark,10404,6609,106,1160,477,3047,448,1271,84,0,16,0,0,0
280305,gm. Płośnica,4207,2611,47,435,196,1318,192,393,20,0,10,0,0,0
280306,gm. Rybno,5359,3568,70,508,216,1767,292,674,27,0,14,0,0,0
280401,gm. Elbląg,5815,3877,67,568,338,1227,250,1356,51,0,20,0,0,0
280402,gm. Godkowo,2257,1225,17,163,61,649,68,251,12,0,4,0,0,0
280403,gm. Gronowo Elbląskie,3635,2261,45,417,159,724,125,743,35,0,13,0,0,0
280404,gm. Markusy,2998,1780,27,228,137,740,139,477,23,0,9,0,0,0
280405,gm. Milejewo,2538,1664,32,274,122,586,131,501,14,0,4,0,0,0
280406,gm. Młynary,3383,2106,32,375,157,731,175,603,22,0,11,0,0,0
280407,gm. Pasłęk,14241,9064,124,1249,634,2962,536,3425,107,0,27,0,0,0
280408,gm. Rychliki,2853,1582,23,244,90,672,100,433,11,0,9,0,0,0
280409,gm. Tolkmicko,4732,2956,48,464,293,1039,198,871,34,0,9,0,0,0
280501,m. Ełk,42121,27322,485,3844,1935,9262,2257,9026,513,0,0,0,0,0
280502,gm. Ełk,8845,5416,95,825,320,1996,506,1569,105,0,0,0,0,0
280503,gm. Kalinowo,4897,2461,62,353,128,1261,196,422,39,0,0,0,0,0
280504,gm. Prostki,5240,2714,63,351,126,1370,216,535,53,0,0,0,0,0
280505,gm. Stare Juchy,2710,1502,36,254,61,622,126,391,12,0,0,0,0,0
280601,m. Giżycko,20330,14127,397,2039,996,3883,845,5780,187,0,0,0,0,0
280604,gm. Giżycko,6981,4799,133,755,388,1436,314,1714,59,0,0,0,0,0
280605,gm. Kruklanki,2379,1520,44,282,86,458,99,533,18,0,0,0,0,0
280606,gm. Miłki,2869,1701,52,305,93,702,161,370,18,0,0,0,0,0
280608,gm. Ryn,4252,2526,62,343,173,1003,185,718,42,0,0,0,0,0
280610,gm. Wydminy,4656,2715,58,753,127,1072,179,491,35,0,0,0,0,0
280701,m. Iława,25330,18335,274,3190,1574,5731,1133,6215,170,0,48,0,0,0
280702,m. Lubawa,7333,5388,79,734,272,1899,426,1877,83,0,18,0,0,0
280703,gm. Iława,9736,6279,125,1301,471,2327,525,1468,45,0,17,0,0,0
280704,gm. Kisielice,4397,2629,20,1003,77,1046,136,326,13,0,8,0,0,0
280705,gm. Lubawa,8024,5355,66,915,235,2549,683,809,84,0,14,0,0,0
280706,gm. Susz,8926,5274,99,913,351,2153,430,1250,60,0,18,0,0,0
280707,gm. Zalewo,5048,2812,38,382,222,1131,166,826,35,0,12,0,0,0
280801,m. Kętrzyn,19237,12904,197,1785,1083,4052,733,4884,170,0,0,0,0,0
280802,gm. Barciany,4408,2259,53,358,127,994,178,523,26,0,0,0,0,0
280803,gm. Kętrzyn,5867,3214,94,467,278,1193,269,871,42,0,0,0,0,0
280804,gm. Korsze,7196,3772,94,517,272,1578,265,996,50,0,0,0,0,0
280805,gm. Reszel,5567,3331,62,450,393,1125,204,1058,39,0,0,0,0,0
280806,gm. Srokowo,2832,1586,27,232,136,586,110,467,28,0,0,0,0,0
280901,m. Lidzbark Warmiński,11078,7580,93,1057,510,2094,446,3283,82,0,15,0,0,0
280902,gm. Kiwity,2468,1486,24,218,77,680,131,329,21,0,6,0,0,0
280903,gm. Lidzbark Warmiński,4971,2867,38,414,208,1085,245,846,20,0,11,0,0,0
280904,gm. Lubomino,2625,1432,23,204,107,573,113,384,16,0,12,0,0,0
280905,gm. Orneta,8485,5066,180,591,380,1908,313,1608,69,0,17,0,0,0
281001,m. Mrągowo,15402,10700,154,1747,632,3188,686,4125,168,0,0,0,0,0
281002,gm. Mikołajki,5974,3673,93,651,245,1216,192,1218,58,0,0,0,0,0
281003,gm. Mrągowo,6115,3954,97,719,188,1235,318,1338,59,0,0,0,0,0
281004,gm. Piecki,5711,3457,122,528,184,1311,264,853,195,0,0,0,0,0
281005,gm. Sorkwity,3411,2072,57,424,121,722,152,567,29,0,0,0,0,0
281101,gm. Janowiec Kościelny,2386,1439,23,230,68,786,138,183,11,0,0,0,0,0
281102,gm. Janowo,1958,1202,34,153,59,635,100,207,14,0,0,0,0,0
281103,gm. Kozłowo,4303,2313,65,252,145,1181,218,422,30,0,0,0,0,0
281104,gm. Nidzica,15351,10106,177,1338,738,3940,636,3109,168,0,0,0,0,0
281201,m. Nowe Miasto Lubawskie,7680,5290,60,1076,330,1712,411,1609,79,0,13,0,0,0
281202,gm. Biskupiec,6922,4265,47,1395,191,1861,236,491,37,0,7,0,0,0
281203,gm. Grodziczno,4628,3118,66,582,127,1699,267,331,34,0,12,0,0,0
281204,gm. Kurzętnik,6797,4579,59,1001,219,2161,435,631,54,0,19,0,0,0
281205,gm. Nowe Miasto Lubawskie,6163,4061,69,981,202,1727,368,658,42,0,14,0,0,0
281303,gm. Kowale Oleckie,3559,1741,54,302,89,696,161,409,30,0,0,0,0,0
281304,gm. Olecko,15290,9710,185,1500,480,3501,713,3158,173,0,0,0,0,0
281305,gm. Świętajno,2756,1485,38,222,82,640,97,383,23,0,0,0,0,0
281306,gm. Wieliczki,2390,1357,27,156,72,667,163,248,24,0,0,0,0,0
281401,gm. Barczewo,13855,9244,201,1546,857,2632,581,3272,155,0,0,0,0,0
281402,gm. Biskupiec,13790,8514,118,2300,553,2705,541,2177,120,0,0,0,0,0
281403,gm. Dobre Miasto,11560,7345,131,975,578,2550,593,2439,79,0,0,0,0,0
281404,gm. Dywity,10034,7576,146,1265,720,1769,558,3009,109,0,0,0,0,0
281405,gm. Gietrzwałd,5256,3778,78,628,318,928,327,1433,66,0,0,0,0,0
281406,gm. Jeziorany,5658,3161,105,681,239,1205,225,670,36,0,0,0,0,0
281407,gm. Jonkowo,5818,4101,46,724,447,999,306,1519,60,0,0,0,0,0
281408,gm. Kolno,2295,1204,30,259,109,494,76,222,14,0,0,0,0,0
281409,gm. Olsztynek,10209,6506,107,825,492,2221,456,2316,89,0,0,0,0,0
281410,gm. Purda,6783,4497,77,767,396,1259,319,1602,77,0,0,0,0,0
281411,gm. Stawiguda,9791,8058,148,1595,701,1429,649,3420,116,0,0,0,0,0
281412,gm. Świątki,2908,1612,37,259,145,620,112,412,27,0,0,0,0,0
281501,m. Ostróda,23681,16781,214,2472,1718,4542,972,6662,153,0,48,0,0,0
281502,gm. Dąbrówno,3105,1818,27,235,174,856,148,342,25,0,11,0,0,0
281503,gm. Grunwald,4016,2307,51,377,205,1000,174,466,20,0,14,0,0,0
281504,gm. Łukta,3461,2111,36,440,179,623,165,638,20,0,10,0,0,0
281505,gm. Małdyty,4528,2521,41,409,265,929,144,702,24,0,7,0,0,0
281506,gm. Miłakowo,3991,2225,22,325,162,919,141,627,27,0,2,0,0,0
281507,gm. Miłomłyn,3813,2389,40,334,173,760,149,912,14,0,7,0,0,0
281508,gm. Morąg,17712,11465,156,1760,732,3812,671,4176,130,0,28,0,0,0
281509,gm. Ostróda,12061,7770,111,1276,840,2520,680,2220,102,0,21,0,0,0
281601,gm. Biała Piska,8171,4448,258,632,190,2234,273,805,56,0,0,0,0,0
281602,gm. Orzysz,6677,4123,91,612,236,1767,339,1039,39,0,0,0,0,0
281603,gm. Pisz,19849,12514,231,1760,554,5721,816,3258,174,0,0,0,0,0
281604,gm. Ruciane-Nida,6137,3950,73,615,212,1574,250,1176,50,0,0,0,0,0
281701,m. Szczytno,17197,12017,159,1746,1241,4038,777,3861,195,0,0,0,0,0
281702,gm. Dźwierzuty,4930,2747,50,725,164,1102,164,492,50,0,0,0,0,0
281703,gm. Jedwabno,2992,1851,36,415,116,685,102,487,10,0,0,0,0,0
281704,gm. Pasym,4206,2699,54,498,182,969,192,774,30,0,0,0,0,0
281705,gm. Rozogi,4189,2366,46,445,89,1232,189,294,71,0,0,0,0,0
281706,gm. Szczytno,9983,6635,123,1402,477,2276,490,1751,116,0,0,0,0,0
281707,gm. Świętajno,4536,2865,40,589,138,1195,228,640,35,0,0,0,0,0
281708,gm. Wielbark,4796,2706,49,668,135,1176,209,439,30,0,0,0,0,0
281801,gm. Banie Mazurskie,2717,1513,46,240,105,624,77,411,10,0,0,0,0,0
281802,gm. Dubeninki,2076,1073,60,125,73,530,88,180,17,0,0,0,0,0
281803,gm. Gołdap,14088,8733,308,1427,564,2932,494,2904,104,0,0,0,0,0
281901,gm. Budry,2151,1221,42,213,63,563,77,243,20,0,0,0,0,0
281902,gm. Pozezdrze,2530,1511,51,265,91,591,74,413,26,0,0,0,0,0
281903,gm. Węgorzewo,12114,7752,165,1394,758,2465,486,2387,97,0,0,0,0,0
286101,Elbląg,86152,62514,717,7949,6646,18222,3281,24820,659,0,220,0,0,0
286201,Olsztyn,127035,97660,1482,15277,10863,23636,6370,38726,1306,0,0,0,0,0
300101,m. Chodzież,13803,10267,572,1477,987,2243,510,4371,107,0,0,0,0,0
300102,gm. Budzyń,6259,4252,124,785,354,1177,318,1403,91,0,0,0,0,0
300103,gm. Chodzież,4630,3334,178,589,267,845,219,1184,52,0,0,0,0,0
