TERYT Gminy,Gmina,Liczba wyborców uprawnionych do głosowania,Liczba głosów ważnych,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
0,Albania,855,811,12,138,143,69,61,378,10,0,0,0,0,0
0,Algieria,66,57,0,10,6,9,5,27,0,0,0,0,0,0
0,Angola,27,24,1,2,2,4,4,9,2,0,0,0,0,0
0,Azerbejdżan,87,85,3,10,11,3,5,51,2,0,0,0,0,0
0,Argentyna,224,178,2,24,46,36,12,58,0,0,0,0,0,0
0,Australia,4586,4184,41,347,607,719,301,2084,85,0,0,0,0,0
0,Austria,11887,11076,160,1317,1586,2317,863,4538,295,0,0,0,0,0
0,Armenia,111,107,3,19,25,7,3,50,0,0,0,0,0,0
0,Belgia,20979,19570,241,2682,2744,3289,1917,8321,376,0,0,0,0,0
0,Bośnia i Hercegowina,144,139,5,16,18,33,11,51,5,0,0,0,0,0
0,Brazylia,127,96,2,8,17,28,6,32,3,0,0,0,0,0
0,Bułgaria,995,951,15,151,160,109,87,423,6,0,0,0,0,0
0,Białoruś,95,88,2,10,8,32,9,27,0,0,0,0,0,0
0,Kanada,12166,11008,48,547,623,5182,688,3568,352,0,0,0,0,0
0,Chile,149,135,2,19,19,18,9,67,1,0,0,0,0,0
0,Chiny,1327,1207,12,191,214,79,91,613,7,0,0,0,0,0
0,Miasto Tajpej,287,273,4,53,93,21,21,79,2,0,0,0,0,0
0,Kolumbia,105,89,4,10,31,15,3,26,0,0,0,0,0,0
0,Chorwacja,1900,1770,26,308,285,208,125,753,65,0,0,0,0,0
0,Kuba,126,116,1,11,13,13,17,60,1,0,0,0,0,0
0,Cypr,2548,2141,27,330,346,148,147,1135,8,0,0,0,0,0
0,Czechy,3383,3214,39,485,817,311,172,1365,25,0,0,0,0,0
0,Dania,10729,9812,117,1186,2261,946,1048,4121,133,0,0,0,0,0
0,Etiopia,26,21,0,4,3,7,0,7,0,0,0,0,0,0
0,Estonia,224,211,4,30,56,25,17,77,2,0,0,0,0,0
0,Finlandia,1692,1585,21,186,400,126,153,680,19,0,0,0,0,0
0,Francja,20693,18917,165,2190,2887,3840,1144,8350,341,0,0,0,0,0
0,Gruzja,942,904,21,134,141,130,76,388,14,0,0,0,0,0
0,Niemcy,113556,101541,1007,11537,12522,16124,8489,50013,1849,0,0,0,0,0
0,Grecja,5841,4986,75,847,848,528,300,2323,65,0,0,0,0,0
0,Węgry,1919,1736,34,281,338,278,139,643,23,0,0,0,0,0
0,Islandia,6424,5902,125,838,1234,602,919,2094,90,0,0,0,0,0
0,Indie,357,304,3,45,78,13,13,151,1,0,0,0,0,0
0,Indonezja,924,821,11,138,197,25,39,409,2,0,0,0,0,0
0,Iran,36,32,0,4,4,4,3,17,0,0,0,0,0,0
0,Irak,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Irlandia,24822,22764,257,2833,2984,2939,2395,10871,485,0,0,0,0,0
0,Włochy,17489,15642,174,2267,2870,2387,755,6940,249,0,0,0,0,0
0,Kosowo,286,266,7,28,8,91,89,41,2,0,0,0,0,0
0,Japonia,1639,1542,15,207,441,81,84,704,10,0,0,0,0,0
0,Kazachstan,186,177,2,19,14,50,14,74,4,0,0,0,0,0
0,Jordania,250,210,1,33,34,25,8,109,0,0,0,0,0,0
0,Kenia,128,115,0,11,28,17,4,53,2,0,0,0,0,0
0,Korea Południowa,684,631,8,109,193,34,20,259,8,0,0,0,0,0
0,Kuwejt,117,109,2,18,19,14,2,52,2,0,0,0,0,0
0,Liban,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Łotwa,536,515,18,60,93,85,85,167,7,0,0,0,0,0
0,Litwa,366,360,7,48,77,76,20,131,1,0,0,0,0,0
0,Luksemburg,3949,3767,44,488,555,411,209,2007,53,0,0,0,0,0
0,Malezja,248,232,2,38,47,27,9,106,3,0,0,0,0,0
0,Malta,2612,2404,32,412,404,219,163,1150,24,0,0,0,0,0
0,Meksyk,346,252,5,26,60,19,7,132,3,0,0,0,0,0
0,Mongolia,18,18,0,1,4,5,0,8,0,0,0,0,0,0
0,Mołdawia,98,87,0,12,8,25,6,35,1,0,0,0,0,0
0,Czarnogóra,633,563,10,104,121,38,53,234,3,0,0,0,0,0
0,Maroko,409,380,1,53,79,26,11,204,6,0,0,0,0,0
0,Oman,103,98,5,9,21,4,7,52,0,0,0,0,0,0
0,Holandia,37661,32706,468,4071,6556,2654,4335,14261,361,0,0,0,0,0
0,Nowa Zelandia,498,441,3,54,99,33,17,230,5,0,0,0,0,0
0,Nigeria,23,23,1,3,4,2,3,10,0,0,0,0,0,0
0,Norwegia,27069,23867,345,2974,3424,3570,3202,9885,467,0,0,0,0,0
0,Pakistan,49,43,3,6,5,7,3,18,1,0,0,0,0,0
0,Panama,75,67,0,11,12,5,7,31,1,0,0,0,0,0
0,Peru,152,129,0,13,17,14,13,72,0,0,0,0,0,0
0,Filipiny,107,92,0,13,19,7,14,39,0,0,0,0,0,0
0,Portugalia,4841,4487,45,660,1211,376,191,1950,54,0,0,0,0,0
0,Katar,323,302,3,32,43,20,21,181,2,0,0,0,0,0
0,Rumunia,644,594,10,92,107,99,105,175,6,0,0,0,0,0
0,Rosja,164,145,4,14,15,36,7,60,9,0,0,0,0,0
0,Arabia Saudyjska,205,180,6,33,22,7,7,104,1,0,0,0,0,0
0,Senegal,43,36,0,4,2,10,1,19,0,0,0,0,0,0
0,Serbia,197,183,2,18,38,11,19,92,3,0,0,0,0,0
0,Singapur,647,602,3,88,106,33,38,331,3,0,0,0,0,0
0,Słowacja,627,596,6,85,80,89,62,268,6,0,0,0,0,0
0,Wietnam,566,521,10,77,131,20,27,255,1,0,0,0,0,0
0,Słowenia,530,504,10,73,113,66,30,200,12,0,0,0,0,0
0,Południowa Afryka,514,471,3,28,44,83,30,268,15,0,0,0,0,0
0,Hiszpania,27683,25069,228,3766,4753,1968,1245,12893,216,0,0,0,0,0
0,Szwecja,15473,13752,131,1687,2175,2150,1195,6222,192,0,0,0,0,0
0,Szwajcaria,14103,12929,162,1843,2215,1430,1302,5783,194,0,0,0,0,0
0,Tajlandia,678,582,5,87,152,25,43,269,1,0,0,0,0,0
0,Zjednoczone Emiraty Arabskie,2507,2343,20,332,334,144,166,1327,20,0,0,0,0,0
0,Tunezja,465,399,1,51,69,32,15,227,4,0,0,0,0,0
0,Turcja,4852,3700,49,601,499,398,224,1887,42,0,0,0,0,0
0,Macedonia Północna,143,133,5,12,33,21,9,52,1,0,0,0,0,0
0,Egipt,1746,1517,25,230,206,114,96,833,13,0,0,0,0,0
0,Wielka Brytania,163321,144391,1756,17758,20178,19610,15103,67289,2697,0,0,0,0,0
0,Tanzania,197,146,0,16,29,17,3,80,1,0,0,0,0,0
0,Stany Zjednoczone,48853,43602,200,3633,2888,17475,2604,15514,1288,0,0,0,0,0
0,Uzbekistan,80,76,0,7,7,23,8,29,2,0,0,0,0,0
0,Wenezuela,44,37,2,3,1,6,7,17,1,0,0,0,0,0
020101,m. Bolesławiec,28421,20297,869,2338,2035,5807,1254,7695,299,0,0,0,0,0
020102,gm. Bolesławiec,11238,8024,354,1091,650,2687,662,2436,144,0,0,0,0,0
020103,gm. Gromadka,4048,2611,77,210,208,1161,194,623,138,0,0,0,0,0
020104,gm. Nowogrodziec,11166,7111,271,902,585,3056,652,1517,128,0,0,0,0,0
020105,gm. Osiecznica,5162,3240,112,375,300,1133,301,946,73,0,0,0,0,0
020106,gm. Warta Bolesławiecka,6359,4196,220,423,368,1621,362,1112,90,0,0,0,0,0
020201,m. Bielawa,21858,14522,255,1881,1381,4841,992,4930,242,0,0,0,0,0
020202,m. Dzierżoniów,23803,16619,234,1947,1245,5458,1107,6337,291,0,0,0,0,0
020203,gm. Pieszyce,6930,4349,100,486,268,1583,325,1442,145,0,0,0,0,0
020204,m. Piława Górna,4527,2837,55,399,206,1126,215,789,47,0,0,0,0,0
020205,gm. Dzierżoniów,7047,4913,81,514,252,1905,416,1644,101,0,0,0,0,0
020206,gm. Łagiewniki,5806,4050,82,514,252,1873,333,949,47,0,0,0,0,0
020207,gm. Niemcza,4071,2577,62,300,193,1079,194,720,29,0,0,0,0,0
020301,m. Głogów,47495,34335,677,3132,3235,12243,2011,12580,457,0,0,0,0,0
020302,gm. Głogów,5293,3992,97,411,292,1608,280,1262,42,0,0,0,0,0
020303,gm. Jerzmanowa,4147,3237,57,468,297,1107,240,1016,52,0,0,0,0,0
020304,gm. Kotla,3311,2230,46,95,91,940,123,913,22,0,0,0,0,0
020305,gm. Pęcław,1610,1073,29,155,47,565,76,192,9,0,0,0,0,0
020306,gm. Żukowice,2554,1737,55,156,158,749,121,471,27,0,0,0,0,0
020401,gm. Góra,14205,9143,392,1279,971,3265,585,2534,117,0,0,0,0,0
020402,gm. Jemielno,2197,1360,51,141,146,682,104,202,34,0,0,0,0,0
020403,gm. Niechlów,3530,2164,139,205,193,1122,166,296,43,0,0,0,0,0
020404,gm. Wąsosz,5405,3425,124,406,313,1409,268,856,49,0,0,0,0,0
020501,m. Jawor,16564,11469,287,1060,1308,4459,614,3628,113,0,0,0,0,0
020502,gm. Bolków,7678,4756,133,520,485,1842,299,1429,48,0,0,0,0,0
020503,gm. Męcinka,3936,2755,63,277,218,1351,189,624,33,0,0,0,0,0
020504,gm. Mściwojów,2994,1976,61,258,156,785,125,563,28,0,0,0,0,0
020505,gm. Paszowice,3154,2140,54,276,194,903,165,520,28,0,0,0,0,0
020506,gm. Wądroże Wielkie,3064,2044,46,405,146,799,137,486,25,0,0,0,0,0
020601,m. Karpacz,4996,3852,95,458,379,815,198,1864,43,0,0,0,0,0
020602,m. Kowary,7678,5135,112,556,521,1389,246,2129,182,0,0,0,0,0
020603,m. Piechowice,4519,3195,81,384,290,865,179,1340,56,0,0,0,0,0
020604,m. Szklarska Poręba,5515,4097,116,530,435,953,237,1761,65,0,0,0,0,0
020605,gm. Janowice Wielkie,3291,2245,69,251,209,609,131,936,40,0,0,0,0,0
020606,gm. Jeżów Sudecki,5847,4234,85,487,409,1028,222,1940,63,0,0,0,0,0
020607,gm. Mysłakowice,7685,5395,132,656,487,1541,335,2162,82,0,0,0,0,0
020608,gm. Podgórzyn,6471,4614,95,435,431,1100,251,2246,56,0,0,0,0,0
020609,gm. Stara Kamienica,4047,2672,63,315,324,809,165,953,43,0,0,0,0,0
020701,m. Kamienna Góra,13564,8946,181,794,804,3039,450,3553,125,0,0,0,0,0
020702,gm. Kamienna Góra,6662,4711,123,552,412,1662,288,1592,82,0,0,0,0,0
020703,gm. Lubawka,8134,5541,167,586,584,1799,303,2022,80,0,0,0,0,0
020704,gm. Marciszów,3364,2159,55,274,182,780,127,694,47,0,0,0,0,0
020801,m. Duszniki-Zdrój,3910,2849,59,290,238,926,149,1143,44,0,0,0,0,0
020802,m. Kłodzko,19773,13563,261,1693,1101,4175,729,5440,164,0,0,0,0,0
020803,m. Kudowa-Zdrój,8348,6117,115,674,462,2101,327,2340,98,0,0,0,0,0
020804,m. Nowa Ruda,15869,10102,214,912,709,3084,520,4472,191,0,0,0,0,0
020805,m. Polanica-Zdrój,5651,4083,117,527,341,1258,173,1605,62,0,0,0,0,0
020806,gm. Bystrzyca Kłodzka,14065,9335,179,837,496,3466,471,3731,155,0,0,0,0,0
020807,gm. Kłodzko,12758,8242,155,1739,425,3197,444,2162,120,0,0,0,0,0
020808,gm. Lądek-Zdrój,6784,4578,77,808,328,1582,271,1451,61,0,0,0,0,0
020809,gm. Lewin Kłodzki,1579,1042,24,141,95,366,69,329,18,0,0,0,0,0
020810,gm. Międzylesie,5476,3574,80,415,247,1282,204,1276,70,0,0,0,0,0
020811,gm. Nowa Ruda,8576,5459,113,623,436,1852,316,2022,97,0,0,0,0,0
020812,gm. Radków,6711,4156,83,496,215,1587,308,1353,114,0,0,0,0,0
020813,gm. Stronie Śląskie,5554,3594,73,521,348,1095,219,1293,45,0,0,0,0,0
020814,gm. Szczytna,5476,3599,127,514,229,1202,214,1260,53,0,0,0,0,0
020901,m. Chojnów,9547,6371,149,520,538,2397,491,2192,84,0,0,0,0,0
020902,gm. Chojnów,7213,4836,153,511,331,2126,369,1225,121,0,0,0,0,0
020903,gm. Krotoszyce,2510,1790,104,169,119,764,125,474,35,0,0,0,0,0
020904,gm. Kunice,5625,4355,117,582,329,1354,305,1575,93,0,0,0,0,0
020905,gm. Legnickie Pole,3801,2825,121,314,200,1194,212,744,40,0,0,0,0,0
020906,gm. Miłkowice,5279,3943,139,458,296,1459,295,1228,68,0,0,0,0,0
020907,gm. Prochowice,5630,3802,92,593,265,1460,294,1039,59,0,0,0,0,0
020908,gm. Ruja,1947,1208,37,143,93,600,93,225,17,0,0,0,0,0
021001,m. Lubań,14969,10579,337,1177,1280,3248,632,3789,116,0,0,0,0,0
021002,m. Świeradów-Zdrój,3673,2676,73,304,245,775,123,1112,44,0,0,0,0,0
021003,gm. Leśna,7274,4580,461,465,476,1564,258,1296,60,0,0,0,0,0
021004,gm. Lubań,4962,3310,166,589,328,1077,233,877,40,0,0,0,0,0
021005,gm. Olszyna,4837,3111,101,334,553,1029,202,844,48,0,0,0,0,0
021006,gm. Platerówka,1220,872,34,104,95,356,65,191,27,0,0,0,0,0
021007,gm. Siekierczyn,3828,2563,88,329,294,961,148,717,26,0,0,0,0,0
021101,m. Lubin,51693,38087,2759,3539,3164,14099,2309,11740,477,0,0,0,0,0
021102,gm. Lubin,13142,10248,545,1163,826,3704,783,3060,167,0,0,0,0,0
021103,gm. Rudna,5878,4135,227,458,315,1909,315,856,55,0,0,0,0,0
021104,gm. Ścinawa,7341,5047,215,455,335,2603,301,1043,95,0,0,0,0,0
021201,gm. Gryfów Śląski,7026,4647,145,598,583,1489,244,1481,107,0,0,0,0,0
021202,gm. Lubomierz,4439,2704,75,359,253,986,175,812,44,0,0,0,0,0
021203,gm. Lwówek Śląski,12634,8441,222,1398,808,2683,476,2692,162,0,0,0,0,0
021204,gm. Mirsk,6434,3956,125,465,392,1404,222,1293,55,0,0,0,0,0
021205,gm. Wleń,3232,2089,65,249,239,750,116,642,28,0,0,0,0,0
021301,gm. Cieszków,3564,2447,84,423,222,995,202,473,48,0,0,0,0,0
021302,gm. Krośnice,6109,4114,138,578,325,1692,366,948,67,0,0,0,0,0
021303,gm. Milicz,18218,12399,427,1923,1280,4545,817,3223,184,0,0,0,0,0
021401,m. Oleśnica,27103,20258,722,2887,2058,5909,1295,7073,314,0,0,0,0,0
021402,gm. Bierutów,7272,4750,133,602,309,1915,334,1376,81,0,0,0,0,0
021403,gm. Dobroszyce,5480,4012,134,563,305,1431,319,1194,66,0,0,0,0,0
021404,gm. Dziadowa Kłoda,3426,2202,57,465,164,758,173,510,75,0,0,0,0,0
021405,gm. Międzybórz,3835,2501,87,388,188,878,234,691,35,0,0,0,0,0
021406,gm. Oleśnica,11143,8118,271,1279,591,2641,663,2545,128,0,0,0,0,0
021407,gm. Syców,12760,9010,306,1740,840,2494,679,2771,180,0,0,0,0,0
021408,gm. Twardogóra,9841,6727,209,948,577,2378,461,1985,169,0,0,0,0,0
021501,m. Oława,24443,18314,556,2389,1701,5445,1289,6679,255,0,0,0,0,0
021502,gm. Domaniów,3956,2818,100,407,194,1196,216,649,56,0,0,0,0,0
021503,gm. Jelcz-Laskowice,17501,12887,372,1733,918,4583,1000,4057,224,0,0,0,0,0
021504,gm. Oława,11735,8842,482,1091,632,3129,725,2631,152,0,0,0,0,0
021601,gm. Chocianów,9401,6594,256,681,425,3201,575,1330,126,0,0,0,0,0
021602,gm. Gaworzyce,2858,2061,68,191,136,1015,152,456,43,0,0,0,0,0
021603,gm. Grębocice,4127,2757,142,271,209,1279,225,601,30,0,0,0,0,0
021604,gm. Polkowice,19588,14006,361,1978,1216,5584,1022,3615,230,0,0,0,0,0
021605,gm. Przemków,6045,3863,80,423,316,1742,454,812,36,0,0,0,0,0
021606,gm. Radwanice,3776,2713,91,416,219,1223,187,545,32,0,0,0,0,0
021701,gm. Borów,4093,2938,83,400,155,1337,218,641,104,0,0,0,0,0
021702,gm. Kondratowice,3263,2097,53,127,101,933,103,758,22,0,0,0,0,0
021703,gm. Przeworno,3660,2428,84,211,112,1174,187,609,51,0,0,0,0,0
021704,gm. Strzelin,17371,12508,594,1417,943,4228,790,4362,174,0,0,0,0,0
021705,gm. Wiązów,5439,3628,98,385,226,1700,294,857,68,0,0,0,0,0
021801,gm. Kostomłoty,5447,3590,104,496,230,1607,318,782,53,0,0,0,0,0
021802,gm. Malczyce,4408,3026,82,510,219,1194,271,728,22,0,0,0,0,0
021803,gm. Miękinia,14458,11388,314,1749,999,2971,1016,4182,157,0,0,0,0,0
021804,gm. Środa Śląska,15021,10727,217,1347,812,3639,853,3715,144,0,0,0,0,0
021805,gm. Udanin,3931,2657,51,299,166,1407,186,514,34,0,0,0,0,0
021901,m. Świdnica,41069,30202,415,3455,3333,8567,1839,12160,433,0,0,0,0,0
021902,m. Świebodzice,16669,11569,248,1336,1048,3615,733,4476,113,0,0,0,0,0
021903,gm. Dobromierz,3893,2520,47,288,162,1123,158,716,26,0,0,0,0,0
021904,gm. Jaworzyna Śląska,7734,5106,86,645,405,1950,418,1512,90,0,0,0,0,0
021905,gm. Marcinowice,5127,3742,49,528,288,1486,319,968,104,0,0,0,0,0
021906,gm. Strzegom,18981,13110,223,1434,1121,5069,988,4083,192,0,0,0,0,0
021907,gm. Świdnica,13370,9627,180,1455,837,3101,690,3209,155,0,0,0,0,0
021908,gm. Żarów,9429,6466,106,713,619,2247,478,2175,128,0,0,0,0,0
022001,gm. Oborniki Śląskie,16077,12281,469,1472,1067,3753,844,4350,326,0,0,0,0,0
022002,gm. Prusice,7253,5005,382,557,323,2028,388,1216,111,0,0,0,0,0
022003,gm. Trzebnica,18879,14081,609,1779,1250,4629,995,4546,273,0,0,0,0,0
022004,gm. Wisznia Mała,8762,6984,256,902,535,2180,483,2493,135,0,0,0,0,0
022005,gm. Zawonia,4694,3110,151,422,217,1148,241,883,48,0,0,0,0,0
022006,gm. Żmigród,11119,7503,1275,1061,503,2377,439,1767,81,0,0,0,0,0
022101,m. Boguszów-Gorce,10823,6720,105,762,631,1895,397,2736,194,0,0,0,0,0
022102,m. Jedlina-Zdrój,3439,2379,33,323,221,620,126,1028,28,0,0,0,0,0
022103,m. Szczawno-Zdrój,4593,3633,33,374,273,931,159,1824,39,0,0,0,0,0
022104,gm. Czarny Bór,3762,2620,63,324,213,975,185,800,60,0,0,0,0,0
022105,gm. Głuszyca,6419,4144,68,519,305,1207,255,1716,74,0,0,0,0,0
022106,gm. Mieroszów,4974,3169,52,334,272,1003,176,1277,55,0,0,0,0,0
022107,gm. Stare Bogaczowice,3304,2303,43,349,156,782,114,831,28,0,0,0,0,0
022108,gm. Walim,4314,2830,42,447,165,912,185,1046,33,0,0,0,0,0
022201,gm. Brzeg Dolny,12265,8800,226,1076,838,2792,543,3174,151,0,0,0,0,0
022202,gm. Wińsko,6307,4049,188,426,245,2125,290,697,78,0,0,0,0,0
022203,gm. Wołów,17899,12325,606,1550,909,4532,788,3689,251,0,0,0,0,0
022301,gm. Czernica,15480,13141,298,1945,1119,2863,1078,5598,240,0,0,0,0,0
022302,gm. Długołęka,28763,23756,595,3814,2260,6035,1803,8879,370,0,0,0,0,0
022303,gm. Jordanów Śląski,2534,1952,70,252,135,775,196,470,54,0,0,0,0,0
022304,gm. Kąty Wrocławskie,20382,16236,416,2222,1532,4364,1269,6191,242,0,0,0,0,0
022305,gm. Kobierzyce,16660,13610,369,2143,1178,3093,950,5699,178,0,0,0,0,0
022306,gm. Mietków,3019,2144,72,380,174,763,163,552,40,0,0,0,0,0
022307,gm. Sobótka,10109,7299,166,961,560,2523,553,2406,130,0,0,0,0,0
022308,gm. Siechnice,19387,16093,515,2541,1527,3650,1253,6381,226,0,0,0,0,0
022309,gm. Żórawina,9322,7358,187,1406,573,1916,521,2633,122,0,0,0,0,0
022401,gm. Bardo,3937,2500,59,372,181,927,142,787,32,0,0,0,0,0
022402,gm. Ciepłowody,2339,1455,29,210,80,658,98,345,35,0,0,0,0,0
022403,gm. Kamieniec Ząbkowicki,6026,3900,87,631,233,1527,244,1130,48,0,0,0,0,0
022404,gm. Stoszowice,4056,2578,62,478,135,1082,145,635,41,0,0,0,0,0
022405,gm. Ząbkowice Śląskie,16120,10895,219,1290,847,4084,618,3701,136,0,0,0,0,0
022406,gm. Ziębice,12662,7817,196,981,510,3454,473,2109,94,0,0,0,0,0
022407,gm. Złoty Stok,3325,2126,44,280,167,840,117,643,35,0,0,0,0,0
022501,m. Zawidów,3000,2042,76,146,237,748,112,702,21,0,0,0,0,0
022502,m. Zgorzelec,23550,17334,468,1824,1907,5361,904,6638,232,0,0,0,0,0
022503,gm. Bogatynia,16749,11267,400,935,1207,4428,738,3392,167,0,0,0,0,0
022504,gm. Pieńsk,6552,4036,160,423,357,1332,351,1290,123,0,0,0,0,0
022505,gm. Sulików,4461,2905,119,271,198,1356,210,705,46,0,0,0,0,0
022506,gm. Węgliniec,6096,3823,118,465,404,1418,277,1074,67,0,0,0,0,0
022507,gm. Zgorzelec,6897,4761,142,594,399,1727,328,1518,53,0,0,0,0,0
022601,m. Wojcieszów,2666,1605,38,175,181,506,77,613,15,0,0,0,0,0
022602,m. Złotoryja,11217,7911,152,767,1098,2670,418,2723,83,0,0,0,0,0
022603,gm. Pielgrzymka,3354,2060,56,273,161,831,153,551,35,0,0,0,0,0
022604,gm. Świerzawa,5548,3395,95,369,358,1243,194,1088,48,0,0,0,0,0
022605,gm. Zagrodno,3909,2526,78,255,149,1260,210,546,28,0,0,0,0,0
022606,gm. Złotoryja,5215,3614,72,409,344,1436,209,1089,55,0,0,0,0,0
026101,Jelenia Góra,58088,42591,974,4065,4932,10769,2191,19122,538,0,0,0,0,0
026201,Legnica,69202,49812,1370,4921,4665,16318,3060,18778,700,0,0,0,0,0
026401,Wrocław,508558,409849,9098,55327,57254,88696,27203,167248,5023,0,0,0,0,0
026501,Wałbrzych,75920,51789,773,5456,4137,14704,2425,23593,701,0,0,0,0,0
040101,m. Aleksandrów Kujawski,9233,6139,156,792,748,1973,407,1967,81,15,0,0,0,0
040102,m. Ciechocinek,11568,9095,192,979,876,3287,377,3276,83,25,0,0,0,0
040103,m. Nieszawa,1403,957,28,142,111,386,60,213,14,3,0,0,0,0
040104,gm. Aleksandrów Kujawski,9063,5918,154,886,534,2303,518,1442,65,16,0,0,0,0
040105,gm. Bądkowo,3248,2158,58,313,200,1031,200,332,13,11,0,0,0,0
040106,gm. Koneck,2459,1538,53,231,100,800,117,224,11,2,0,0,0,0
040107,gm. Raciążek,2503,1648,41,185,152,695,114,435,20,6,0,0,0,0
040108,gm. Waganiec,3415,2270,53,274,180,1202,159,369,29,4,0,0,0,0
040109,gm. Zakrzewo,2671,1619,34,306,112,773,123,244,22,5,0,0,0,0
040201,m. Brodnica,20207,14309,124,2700,1087,4229,821,4715,584,49,0,0,0,0
040202,gm. Bobrowo,4833,3088,32,658,170,1378,186,556,104,4,0,0,0,0
040203,gm. Brodnica,6638,4629,31,1059,331,1468,305,1227,199,9,0,0,0,0
040204,gm. Brzozie,2938,2022,27,379,83,986,161,334,33,19,0,0,0,0
040205,gm. Górzno,2931,1961,19,484,95,870,114,311,39,29,0,0,0,0
040206,gm. Bartniczka,3490,2274,25,509,121,1119,157,277,54,12,0,0,0,0
040207,gm. Jabłonowo Pomorskie,6628,4024,57,895,232,1690,341,668,128,13,0,0,0,0
040208,gm. Osiek,2981,1785,26,406,90,827,119,280,29,8,0,0,0,0
040209,gm. Świedziebnia,3862,2431,17,882,111,1023,139,228,23,8,0,0,0,0
040210,gm. Zbiczno,3828,2602,36,650,172,938,159,575,68,4,0,0,0,0
040301,gm. Białe Błota,17900,14738,195,2744,1387,3171,1057,5983,201,0,0,0,0,0
040302,gm. Dąbrowa Chełmińska,6497,4409,78,774,356,1435,368,1341,57,0,0,0,0,0
040303,gm. Dobrcz,9388,6991,103,1461,523,2018,522,2252,112,0,0,0,0,0
040304,gm. Koronowo,18233,12404,178,1719,1020,4016,846,4444,181,0,0,0,0,0
040305,gm. Nowa Wieś Wielka,7884,5785,103,994,566,1461,458,2093,110,0,0,0,0,0
040306,gm. Osielsko,12654,10881,143,2061,978,1937,667,4932,163,0,0,0,0,0
040307,gm. Sicienko,7841,5761,95,940,503,1705,496,1945,77,0,0,0,0,0
040308,gm. Solec Kujawski,11839,8616,131,1286,860,2215,633,3359,132,0,0,0,0,0
040401,m. Chełmno,13368,8868,122,937,799,2548,458,3856,98,50,0,0,0,0
040402,gm. Chełmno,4550,2802,42,512,211,972,235,787,33,10,0,0,0,0
040403,gm. Kijewo Królewskie,3383,2264,51,370,158,847,202,607,24,5,0,0,0,0
040404,gm. Lisewo,3721,2497,31,428,164,1053,193,579,41,8,0,0,0,0
040405,gm. Papowo Biskupie,3150,1806,26,292,133,791,142,403,18,1,0,0,0,0
040406,gm. Stolno,3944,2525,38,368,209,986,206,664,41,13,0,0,0,0
040407,gm. Unisław,4980,3343,67,490,278,1246,187,1013,53,9,0,0,0,0
040501,m. Golub-Dobrzyń,8684,5780,56,894,662,2172,354,1553,68,21,0,0,0,0
040502,gm. Ciechocin,3111,2117,33,384,164,1005,155,346,18,12,0,0,0,0
040503,gm. Golub-Dobrzyń,6858,4501,58,805,384,1897,353,928,68,8,0,0,0,0
040504,gm. Kowalewo Pomorskie,8623,5675,84,1139,485,2171,447,1214,87,48,0,0,0,0
040505,gm. Radomin,3025,1945,26,310,97,1084,148,231,43,6,0,0,0,0
040506,gm. Zbójno,3311,2066,41,401,183,952,168,290,23,8,0,0,0,0
040601,gm. Grudziądz,9911,6941,89,1279,689,2135,580,2060,75,34,0,0,0,0
040602,gm. Gruta,4815,3088,39,536,260,1393,233,576,36,15,0,0,0,0
040603,gm. Łasin,5615,3356,61,554,326,1543,237,584,37,14,0,0,0,0
040604,gm. Radzyń Chełmiński,3402,2010,49,371,147,909,159,330,36,9,0,0,0,0
040605,gm. Rogóźno,3045,1950,38,349,168,874,136,349,33,3,0,0,0,0
040606,gm. Świecie nad Osą,3021,1708,20,427,95,863,100,181,19,3,0,0,0,0
040701,m. Inowrocław,53381,38776,581,4932,3836,10889,1697,16384,457,0,0,0,0,0
040702,gm. Dąbrowa Biskupia,3843,2352,58,382,137,1020,139,586,30,0,0,0,0,0
040703,gm. Gniewkowo,10551,6948,295,888,520,2513,501,2116,115,0,0,0,0,0
040704,gm. Inowrocław,9140,6411,150,1034,441,2262,403,2049,72,0,0,0,0,0
040705,gm. Janikowo,9779,6575,128,1173,552,2373,411,1881,57,0,0,0,0,0
040706,gm. Kruszwica,13957,9149,144,1924,668,3520,471,2304,118,0,0,0,0,0
040707,gm. Pakość,7159,4815,122,714,343,1654,463,1444,75,0,0,0,0,0
040708,gm. Rojewo,3515,2215,51,335,118,1003,189,478,41,0,0,0,0,0
